book	paperback/album/folio/hardback/hardcover/journal/novel/order/paper-back/softback/soft-cover/picture/sketchbook/sketch/notebook
bottle	glass_bottle/plastic_bottle/soda_bottle/water_bottle/jar/bottle_of_wine/juice_bottle/beer_bottle
bowl	soup_bowl/ceramic_bowl/glass_bowl/wooden_bowl/serving_bowl/salad_bowl/fruit_bowl/small_bowl
brush	toothbrush/bottlebrush/bristle/clothesbrush/hairbrush/nailbrush/paintbrush/sable/scrub/scrubbing/scrubber/shaving_brush
burger	hamburger/cheeseburger/50/50_burger/angus_burger/banquet_burger/barbecue_burger/bøfsandwich/utter_burge/buffalo_burger/california_burger/chili_burger/curry_burger/hamdog/salmon_burger/rice_burger/veggie_burger
calendar	wall_calendar/desk_calendar/pocket_calendar/planner_book/digital_calendar/annual_calendar/monthly_calendar
camera	camcorder/box_camera/box_kodak/candid_camera/digital_camera/flash_camera/motion-picture_camera/movie_camera/cine-camera/point-and-shoot_camera/point-and-shoot/polaroid_camera/polaroid_land_camera/polaroid/portrait_camera/reflex_camera/webcam/webcamera/sound_camera
candle	tea_light/pillar_candle/scented_candle/soy_candle/beeswax_candle/votive_candle/smoked_candle/figural_candle
candy	lollipop/candy_bar/carob_bar/hard_candy/brandyball/patty/bonbon/brittle/toffee/toffy/butterscotch/candy_cane/candy_corn/caramel/cotton_candy/spun_sugar/candyfloss/dragee/fondant/fudge/gumdrop/honey_crisp/mint/mint_candy/horehound/jelly_bean/jelly_egg/kiss/candy_kiss/licorice/liquorice/life_saver/sucker/all-day_sucker/lozenge/marshmallow/marzipan/marchpane/nougat/nougat_bar/nut_bar/peanut_bar/popcorn_ball/praline/rock_candy/rock/sugar_candy/sugarplum/taffy/truffle/chocolate_truffle/turkish_delight/easter_egg
car	limousine/convertible/ambulance/beach/wagon/station/estate/waggon/bus/jalopy/heap/cab/hack/taxi/taxicab/compact/coupe/cruiser/police/patrol/prowl/squad/electric/hardtop/hatchback/hot-rod/jeep/landrover/limo/loaner/minicar/minivan/model/pace/racer/race/racing/roadster/runabout/two-seater/sedan/saloon/sports/sport/sport/suv/stanley/steamer/stock/subcompact/touring/tourer/used/secondhand
ceiling	ceiling_tile/flat_ceiling/vaulted_ceiling/arched_ceiling/popcorn_ceiling/beam_ceiling/false_ceiling/acoustic_ceiling/stucco_ceiling
cheese	cheddar/mozzarella/parmesan/swiss_cheese/feta/brie/gouda/cream_cheese/smoked_cheese/blue_cheese/ricotta/colby/camembert/american_cheese/provolone/edam/pecorino/asiago/manchego/havarti/emmental/burrata
church	chapel/abbey/basilica/cathedral/duomo/kirk
citrus	lemon/orange/lime/mandarin/tangerine/yuzu
clock	wall_clock/grandfather_clock/analog_clock/digital_clock/pendulum_clock/alarm_clock/stopwatch/atomic_clock
clothes	t-shirt/pants/dress/jacket/shirt/skirt/sweater/jeans/suit/shorts/coats/hoodie/socks/tie/underwear
cloud	thundercloud/cirrocumulus/cirrocumulus/cirrostratus/cirrus/contrail/condensation/trail/cumulonimbus/cumulonimbus/cumulus/nacreous/nebule/nimbus/rain/storm/stratus/mushroom/smoke
collar	choker/ruff/ruffle/clerical/roman_collar/dog_collar/eton_collar/rabato_collar/rebato_collar/turtleneck/polo-neck/neckpiece
color	white/black/blue/green/red/yello/orange/vermilion/amber/chartreuse/teal/violet/magenta/rose/azure/cyan/indigo/purple/brown
computer	laptop/desktop/tablet/smartphone/supercomputer/iphone/ipad
container	bag/handbag/pocketbook/purse/basket/handbasket/bin/bowl/pipe/bowl/box/bread-bin/breadbox/bunker/can/tin/canister/cannister/capsule/cargo/case/display/showcase/vitrine/cassette/cup/cylinder/dice/cup/box/dish/dispenser/drawer/dumpster/empty/envelope/glass/bag/bottle/mailer/manger/trough/measure/mold/mould/cast/package/parcel/pan/pod/pot/flowerpot/flask/receptacle/reliquary/saltcellar/savings/bank/coin/money/bank/scuttle/coal/scuttle/shaker/spoon/thimble/capsule/vessel/basket/bin/waste-paper/wastebasket/waste/file/can/pot/workbasket/workbox/workbag
cookware	pot/baster/chafing/dish/cooker/sheet/tray/enamelware/grid/gridiron/griddle/pan/poacher/skimmer/steamer/turner
cottage	country_cottage/small_house/rural_house/vacation_cottage/log_cabin/coastal_cottage/holiday_cottage
cup	teacup/beaker/chalice/goblet/coffee_cup/dixie/paper_cup/grace/kylix/cylix/mustache_cup/moustache_cup/scyphus/grail
cupboard	kitchen_cupboard/pantry/closet/storage_cupboard/book_cupboard/medicine_cabinet/wardrobe
cushion	pincushion/pillow/air/inflatable/gaddi/hassock/headrest/pillow/seat
cutlery	knife/fork/spoon/tablefork/teaspoon/dessert_spoon/salad_fork/carving_fork
dessert	cake/ambrosia/baked_alaska/blancmange/charlotte/compote/fruit_compote/dumpling/flan/frozen_dessert/junket/mold/mould/mousse/pavlova/peach_melba/pudding/pud/pudding/syllabub/sillabub/tiramisu/whip/zabaglione/sabayon/charlotte_russe/apple_dumpling/frozen_custard/soft_ice_cream/frozen_pudding/frozen_yogurt/ice-cream_cake/icebox_cake/ice-cream_cone/ice-cream_sundae/sundae/ice/frappe/ice_cream/icecream/ice_lolly/lolly/lollipop/popsicle/ice_milk/parfait/sherbert/sherbet/snowball/snowball/split/chocolate_mousse/trifle/brown_betty/chocolate_pudding/duff/plum_duff/flummery/nesselrode/nesselrode_pudding/pease_pudding/plum_pudding/christmas_pudding/roly-poly/roly-poly_pudding/steamed_pudding/suet_pudding/tapioca_pudding/vanilla_pudding/prune_whip/water_ice/sorbet/chocolate_ice_cream/neapolitan_ice_cream/peach_ice_cream/strawberry_ice_cream/tutti-frutti/vanilla_ice_cream/banana_split/tipsy_cake/spotted_dick/choc-ice
doll	barbie_doll/action_figure/stuffed_doll/porcelain_doll/collectible_doll/cloth_doll/baby_doll/puff_doll/wooden_doll/plush_doll
door	front_door/back_door/wooden_door/sliding_door/garage_door/glass_door/french_door/steel_door/bifold_door
dress	gown/caftan/kaftan/chemise/sack/shift/coatdress/cocktail_dress/sheath/dirndl/gown/jumper/pinafore/pinny/kirtle/morning/evening/muumuu/polonaise/sari/saree/shirtdress/strapless/sundress
drill	hand_drill/electric_drill/cordless_drill/hammer_drill/rotary_drill/impact_drill/pneumatic_drill
drum	tambourine/bass_drum/gran_casa/bongo/bongo_drum/snare_drum/snare/side_drum/tabor/tabour/tambour/tenor_drum/tom-tom/timbrel/djembe/doumbek/darbuka
earphone	bluetooth_earphone/iheadphones/wired_earphone/wireless_headphones/noise_cancelling_earphones
electricity	power/energy/electrical_power/alternating_current/direct_current/renewable_energy/hydroelectric_power/natural_gas_power/biomass_power/bioelectricity/coal_power/coal_fired_power/solar_power/solar_energy/photovoltaic_power/wind_power/wind_energy/nuclear_power/thermal_power
emotion	anger/choler/ire/anxiety/conditioned_emotional_response/cer/conditioned_emotion/emotional_state/spirit/fear/fearfulness/fright/fear/reverence/awe/veneration/hate/hatred/joy/joyousness/joyfulness/love/annoyance/chafe/vexation/bad_temper/ill_temper/dander/hackles/fury/rage/madness/huffiness/indignation/outrage/infuriation/enragement/umbrage/offense/offence/angst/anxiousness/disquiet/concern/care/fear/discomfiture/discomposure/disconcertion/disconcertment/edginess/uneasiness/inquietude/disquietude/insecurity/jitteriness/jumpiness/nervousness/restiveness/scruple/qualm/misgiving/sinking/sinking_feeling/worry/trouble/ecstasy/rapture/transport/exaltation/raptus/embarrassment/gratification/satisfaction/happiness/felicity/state/unhappiness/alarm/dismay/consternation/apprehension/apprehensiveness/dread/creeps/frisson/shiver/chill/quiver/shudder/thrill/tingle/horror/hysteria/intimidation/panic/terror/affright/scare/panic_attack/stage_fright/timidity/timidness/timorousness/abhorrence/abomination/detestation/execration/loathing/odium/despisal/despising/hostility/enmity/ill_will/malevolence/malignity/misanthropy/misogamy/misogyny/misogynism/misology/misoneism/misopedia/murderousness/elation/high_spirits/lightness/exhilaration/excitement/exuberance/exultation/jubilance/jubilancy/jubilation/agape/agape/agape_love/amorousness/enamoredness/ardor/ardour/benevolence/devotion/devotedness/filial_love/heartstrings/lovingness/caring/loyalty/puppy_love/calf_love/crush/infatuation/worship/adoration/aggravation/exasperation/displeasure/frustration/harassment/torment/pique/temper/irritation/fit/tantrum/scene/conniption/irascibility/short_temper/spleen/quick_temper/lividity/wrath/dudgeon/high_dudgeon/willies/comfort/quality_of_life/blessedness/beatitude/beatification/radiance/embitterment/sadness/sorrow/sorrowfulness/chill/pall/foreboding/premonition/presentiment/boding/gloom/gloominess/somberness/sombreness/suspense/trepidation/swivet/cold_feet/diffidence/self-doubt/self-distrust/shyness/aggression/aggressiveness/animosity/animus/bad_blood/antagonism/belligerence/belligerency/class_feeling/resentment/bitterness/gall/rancor/rancour/maleficence/malice/maliciousness/spite/spitefulness/venom/vindictiveness/vengefulness/misocainea/euphoria/euphory/bang/boot/charge/rush/flush/thrill/kick/intoxication/titillation/triumph/beneficence/warmheartedness/warmth/nirvana/enlightenment/mourning/bereavement/poignance/poignancy/presage/shadow/hesitance/hesitancy/unassertiveness/warpath/envy/enviousness/grudge/score/grievance/heartburning/sulkiness/huffishness/covetousness/jealousy/green-eyed_monster/penis_envy
envelope	letter_envelope/gift_envelope/holiday_envelope/invitation_envelope/office_envelope/airmail_envelope
exercise	physical_exercise/aerobic_exercise/strength_training/stretching/running/weight_lifting/yoga/pilates/swimming/cycling
fan	ceiling_fan/desk_fan/box_fan/tower_fan/oscillating_fan/exhaust_fan/industrial_fan/pedestal_fan/floor_fan
flask	thermos/ampulla/canteen/erlenmeyer_flask/hipflask/pocket_flask/round-bottom_flask/vacuum_flask/vacuum_bottle/dewar_flask/dewar/thermos_bottle/thermos_flask
furniture	sofa/chair/table/bed/armchair/cabinet/desk/dresser/bookshelf/wardrobe/recliner/couch/stool/coffee_table/nightstand/side_table
glove	boxing_glove/baseball_glove/gardening_glove/leather_glove/winter_glove/driver_glove/football_glove/working_glove/cycling_glove/vinyl_glove/rubber_glove
glue	super_glue/wood_glue/super_adhesive/spray_glue/glue_stick/glue_gun/epoxy_glue/tacky_glue/fabric_glue
guitar	ukulele/bass/bass_guitar/acoustic_guitar/cittern/cithern/cither/citole/gittern/electric_guitar/hawaiian/steel/uke
gun	rifle/air/airgun/antiaircraft/flak/flack/pom-pom/ack-ack/breechloader/cannon/firearm/piece/small-arm/gas/minute/quaker/set/spring/whaling
hammer	club_hammer/steel_hammer/sledgehammer/rubber_hammer/wooden_hammer/claw_hammer/ball_peen_hammer/framing_hammer
harp	lever_harp/concert_harp/pedal_harp/celtic_harp/folk_harp/electric_harp/kora/double_harp/aeolian_harp
hockey	ice_hockey/field_hockey/street_hockey/roller_hockey/sledge_hockey/hockey_puck
horn	trumpet/cornet/flugelhorn/trombone/tuba/euphonium/baritone_horn/alto_horn/tenor_horn/french_horn/saxophone/clarinet/oboe/wagner_tuba
island	atoll/cay/isle/islet/key/skerry/holm/tropical_island/desert_island/peninsular_island/coral_island/archipelago/continental_island
jacket	blazer/parka/cardigan/coat/sports_jacket/suit_jacket/leather_jacket/denim_jacket/windbreaker/bomber_jacket/rain_jacket/puffer_jacket/down_jacket/snow_jacket/
jewel	diamond/ruby/pearl/emerald/sapphire
jewelry	bracelet/bead/bijou/bling/bling_bling/bangle/clip/cufflink/earring/jewel/gem/precious_stone/necklace/pin/ring/band/tie_clip/bugle/anklet/ankle_bracelet/armilla/pendant_earring/drop_earring/eardrop/crown_jewel/diamond/emerald/pearl/ruby/sapphire/solitaire/chain/chain/string/strand/choker/collar/dog_collar/neckband/brooch/broach/breastpin/scatter_pin/stickpin/tie_tack/tiepin/scarfpin/annulet/engagement_ring/mourning_ring/ringlet/signet_ring/seal_ring/wedding_ring/wedding_band/ice/sparkler/seed_pearl/sunburst
keyboard	piano_keyboard/computer_keyboard/synthesizer/organ_keyboard/musical_keyboard
knife	butter_knife/chef_knife/dinner_knife/paring_knife/swiss_army_knife/steak_knife/serrated_knife/utility_knife/folding_knife
lamp	table_lamp/floor_lamp/desk_lamp/bedside_lamp/reading_lamp/desk_lamp/torch/lava_lamp/spotlight/lantern
laptop	gaming_laptop/business_laptop/ultrabook/tablet_laptop/convertible_laptop/detachable_laptop/netbook/yoga_book/thinkpad
lightbulb	incandescent_bulb/fluorescent_bulb/LED_bulb/halogen_bulb/compact_fluorescent_bulb/tungsten_bulb
map	road_map/world_map/topographic_map/city_map/political_map/physical_map/weather_map/atlas/treasure_map/demographic_map/globe
mirror	wall_mirror/hand_mirror/vanity_mirror/dressing_mirror/magnifying_mirror/door_mirror/sunvisor_mirror
mixer	blender/liquidizer/liquidiser/eggbeater/eggwhisk/electric/whisk
month	january/february/march/april/may/june/july/august/september/october/november/december/jan/feb/mar/apr/jun/jul/aug/sep/oct/nov/dec
mountain	peak/volcano/hill/range/plateau/crest/summit/ridge/mesa/dome
notebook	spiral_notebook/composition_notebook/journal/sketchbook/planner/notepad/laptop_notebook/digital_notebook/remarkable/kindle_scribe
oven	broiler/dutch_oven/gas_oven/rotisserie/tandoor
paintbrush	flat_brush/round_brush/detail_brush/filbert_brush/angled_brush/sponge_brush/foam_brush/fan_brush/liner_brush/hog_brush/synthetic_brush/mop_brush/bright_brush
painting	watercolor/abstraction/cityscape/daub/distemper/finger-painting/icon/ikon/landscape/miniature/illumination/monochrome/mural/wall/nude/nude_painting/oil/pentimento/sand/seascape/waterscape/semi-abstraction/still_life/tanka/water-color/watercolour/water-colour/fresco/graffitti
pen	ballpoint_pen/gel_pen/fountain_pen/rollerball_pen/pen_pencil_combo/marker_pen/highlighter_pen
pencil	mechanical_pencil/graphite_pencil/color_pencil/charcoal_pencil/colored_pencil/pen_pencil_combo/stylist_pencil/stenographers_pencil/carpenters_pencil/copying_pencil/eyeliner_pencil/grease_pencil/charcoal_pencil/watercolor_pencil
phone	smartphone/cell_phone/landline/cordless_phone/fixed_line_phone/satellite_phone/flip_phone/push_button_phone/dumb_phone/rotary_phone/dial_phone
photograph	portrait/landscape/selfie/panoramic_photo/wedding_photo/travel_photo/artistic_photo/macro_photo/black_and_white_photo/instant_photo
plank	wood_plank/timber_plank/vintage_plank/deck_plank/floor_plank/dry_plank/fence_plank/lumber_plank/carpenter_plank
poem	haiku/abecedarius/alcaic/alcaic_verse/ballad/lay/ballade/blank_verse/elegy/lament/epic_poem/heroic_poem/epic/epos/free_verse/vers_libre/lyric/lyric_poem/rondeau/rondel/sonnet/tanka/terza_rima/verse/rhyme/versicle
postcard	greeting_postcard/vintage_postcard/holiday_postcard/thank_you_postcard/souvenir_postcard/photographic_postcard/advertising_postcard
printer	inkjet_printer/laser_printer/3d_printer/thermal_printer/photo_printer/line_printer/matrix_printer/plotter_printer/portable_printer
railway	monorail/cable/funicular/cog/rack/elevated/el/overhead/metro/tube/underground/subway/rail
scissors	crafting_scissors/kitchen_scissors/fabric_scissors/hairdressing_scissors/embroidery_scissors/nail_scissors/safety_scissors/garden_scissors
season	spring/harvest/haying/fall/autumn/springtime/summer/summertime/winter/wintertime/rainy/dry/growing/seedtime/sheepshearing/holiday/high/peak/off-season/preseason/baseball/basketball/exhibition/concert/fishing/football/hockey/hunting/social/theatrical/whitsun/whitsuntide/whitweek
seat	chair/bench/box/ottoman/pouf/pouffe/puff/hassock/sofa/couch/lounge/stool/toilet
shelf	bookshelf/hob/mantel/mantelpiece/mantle/mantlepiece/chimneypiece/overmantel/berm
shirt	polo/camise/dashiki/daishiki/dress/evening/hair/jersey/t-shirt/tee/kurta/sport/tank/work-shirt
shoes	sneakers/anklet/baby_shoes/balmoral/blucher/bowling_shoes/brogan/brogue/clodhopper/work_shoes/calceus/chopine/platform_shoes/chukka/boots/cleats/congress_shoes/gaiters/flipper_shoes/fin_shoes/ghillie/gillie/gym_shoes/tennis_shoes/loafers/moccasins/mocassins/oxford_shoes/pump_shoes/running_shoes/sabot/wooden_shoes/sandals/slingbacks/sling_shoes/walker_shoes/walking_shoes/wedgie/wing_shoes/tip_shoes/stiletto/heeled
shovel	digging_shovel/garden_shovel/snow_shovel/spade_shovel/planting_shovel/flat_shovel/metal_shovel/plastic_shovel/pointed_shovel
sofa	divan/diwan/convertible_sofa/daybed/loveseat/settee/squab
song	lullaby/religious_song/anthem/aria/ballad/lay/barcarole/barcarolle/ditty/dirge/coronach/lament/requiem/threnody/drinking_song/folk_song/folksong/folk_ballad/lied/love_song/love-song/cradlesong/berceuse/oldie/golden_oldie/partsong/prothalamion/prothalamium/roundelay/scolion/banquet_song/serenade/torch_song/work_song
spice	pepper/allspice/ajwain/cumin/caraway_seed/cardamom/cassia/cayenne/celery_seeds/chile_pepper/chile/cinnamon/clove/coriander/dill/fennel/fenugreek/frankincense/galangal/garlic/ginger/horseradish/jalapeño/juniper/licorice/mace/mustard/nutmeg/onion/paprika/peppercorns/saffron/savory/sesame/anise/sumac/tabasco/tamarind/turmeric/five_spice_powder/ginger/powdered_ginger/chinese_anise/star_anise/star_aniseed
sweater	turtleneck/cardigan/pullover/slipover/turtle/polo-neck
tool	rake/abrader/abradant/bender/clincher/comb/cutting_implement/drill/eolith/fork/gang/garden_tool/lawn_tool/grapnel/grapple/grappler/grappling_hook/grappling_iron/hack/hand_tool/hoe/jack/jaws_of_life/neolith/paleolith/pestle/muller/pounder/plow/plough/power_tool/punch/puncher/ram/rounder/saw_set/shaping_tool/strickle/stylus/style/tamp/tamper/tamping_bar/tap/upset/swage
toy	doll/ball/balloon/cockhorse/dolly/dollhouse/house/frisbee/hobby/hobbyhorse/rocking/horse/hula-hoop/jack-in-the-box/jungle/gym/jumping/jack/kaleidoscope/kite/lego/meccano/shooter/pinata/pinwheel/playhouse/wendy/pogo/stick/popgun/rattle/sandbox/sandpile/sandpit/seesaw/teeter/teeter-totter/teetertotter/teeterboard/tilting/board/dandle/slide/playground/sliding/slingshot/sling/catapult/stick/horse/swing/teddy/bear/top/whirligig/teetotum/spinning/train/water_pistol/gun/squirt/squirter/yo-yo
trousers	jeans/bellbottom_trousers/bell-bottoms/bellbottom_pants/breeches/knee_breeches/knee_pants/knickerbockers/knickers/chino/churidars/cords/corduroys/flannel/gabardine/tweed/white/jean/blue_jean/denim/jodhpurs/jodhpur_breeches/riding_breeches/long_trousers/long_pants/pajama/pyjama/pantaloon/pedal_pusher/toreador_pants/salwar/shalwar/short_pants/shorts/trunks/slacks/stretch_pants/sweat_pants/sweatpants/trews/britches/buckskins/plus_fours/trunk_hose/levi's/levis/bermuda_shorts/jamaica_shorts/hot_pants/lederhosen
weapon	gun/bow/bow/arrow/dart/knucks/knuckles/flamethrower/knife/missile/pike/projectile/slasher/sling/spear/lance/shaft/stun/baton/sword/blade/brand/steel/tomahawk/hatchet/fire
weekday	monday/workday/working_day/work_day/feria/mon/tuesday/tues/wednesday/midweek/wed/thursday/th/friday/fri/saturday/sabbatum/sat
