cologne	cosmetic/scent/fragrance/liquid/artifact/artefact/substance/physical_object/physical_entity/entity
comb	tool/grooming_item/accessory/artifact/artefact/object/physical_object/physical_entity/entity
computer	device/machine/gadget/artifact/artefact/unit/object/physical_object/physical_entity/entity/expert/person/individual/someone/somebody/mortal/soul/causal_agent/cause/causal_agency/organism/being/physical_entity/living_thing/animate_thing/entity/unit/object/physical_object/
conditioner	cosmetic/haircare/product/liquid/substance/artifact/artefact/object/physical_object/physical_entity/entity
couch	sofa/seating/furniture/article_of_furniture/artifact/artefact/unit/object/physical_object/physical_entity/entity
cracker	snack/baked_goods/food/solid_food/savoury/nutriment/nourishment/nutrition/sustenance/aliment/alimentation/victuals/nutrient/substance/matter/physical_entity/entity
croissant	pastry/bun/roll/bread/breadstuff/staff_of_life/baked_goods/starches/food/solid_food/foodstuff/food_product/solid/food/nutrient/matter/substance/physical_entity/entity
cup	tableware/crockery/dishware/ware/article/artifact/artefact/unit/object/physical_object/physical_entity/entity/container
curtain	fabric/window_covering/home_furnishing/textile/artifact/artefact/object/physical_object/physical_entity/entity
cutting board	kitchen_tool/board/utensil/appliance/artifact/artefact/object/physical_object/physical_entity/entity
denim	fabric/cloth/material/textile/artifact/artefact/unit/object/physical_object/physical_entity/entity/garment/clothing/article_of_clothing/vesture/wear/wearable/habiliment/consumer_goods/covering/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity
deodorant	toiletry/toilet_articles/artifact/artefact/unit/object/physical_object/physical_entity/entity
desk	furniture/table/piece_of_furniture/article_of_furniture/furnishing/artifact/artefact/unit/object/physical_object/physical_entity/entity
diary	journal/writing/written_material/piece_of_writing/written_communication/written_language/black_and_white/communication/abstraction/abstract_entity/entity/journal/book/volume/product/production/creation/artifact/artefact/unit/object/physical_object/physical_entity/entity
dishwasher	appliance/machine/entity/unit/object/physical_object/white_goods/home_appliance/household_appliance/durables/durable_goods/consumer_durables/consumer_goods/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity
dress	clothes/garment/clothing/article_of_clothing/vesture/wear/wearable/habiliment/consumer_goods/covering/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity/
earring	jewelry/accessory/adornment/wearable/artifact/artefact/object/physical_object/physical_entity/entity
faucet	fixture/plumbing_device/appliance/artifact/artefact/object/physical_object/physical_entity/entity
flats	shoes/footwear/apparel/wearable/item/artifact/artefact/object/physical_object/physical_entity/entity
freezer	appliance/kitchen_appliance/refrigeration_unit/device/artifact/artefact/object/physical_object/physical_entity/entity
fridge	appliance/icebox/white_goods/home_appliance/household_appliance/appliance/durables/durable_goods/consumer_durables/consumer_goods/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity
gasoline	fuel/hydrocarbon/substance/organic_compound/matter/compound/chemical_compound/physical_entity/chemical/chemical_substance/entity/material/stuff/substance/part/portion/component_part/component/constituent/relation/abstraction/abstract_entity
gloves	clothing/wearable/handwear/apparel/accessory/artifact/artefact/object/physical_object/physical_entity/entity
granola	food/processed_food/snack/edible/substance/consumable/artifact/artefact/object/physical_object/physical_entity/entity
grapefruit	citrus/citrus_fruit/citrous_fruit/fruit/edible_fruit/fruit/produce/green_goods/green_groceries/garden_truck/food/matter/natural_object/physical_entity/unit/entity/object/physical_object
hairnet	net/network/mesh/meshing/meshwork/fabric/cloth/material/textile/artifact/artefact/unit/object/physical_object/physical_entity/entity
hairpin	pin/fastener/fastening/holdfast/fixing/restraint/constraint/device/artifact/artefact/unit/object/physical_object/physical_entity/entity
hamburger	sandwich/snack_food/dish/nutriment/nourishment/nutrition/sustenance/aliment/alimentation/victuals/food/nutrient/substance/matter/physical_entity/entity/beef/boeuf/meat/food/solid_food/solid/matter/physical_entity/entity
hamper	container/basket/receptacle/holder/physical_object/physical_entity/entity
handkerchief	clothing/fabric/item/textile/accessory/artifact/artefact/object/physical_object/physical_entity/entity
headphones	electronics/audio_device/accessory/tool/artifact/artefact/object/physical_object/physical_entity/entity
hoodie	clothing/garment/top/apparel/wearable/item/artifact/artefact/object/physical_object/physical_entity/entity
ice_cream	dessert/food/edible/frozen_treat/consumable/substance/artifact/artefact/object/physical_object/physical_entity/entity
jacket	clothes/coat/overgarment/outer_garment/garment/clothing/article_of_clothing/vesture/wear/wearable/habiliment/consumer_goods/covering/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity/
jeans	trousers/pants/workwear/garment/clothing/clothes/article_of_clothing/vesture/wear/wearable/habiliment/consumer_goods/covering/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity/
juicer	utensil/physical_entity/entity/unit/object/physical_object/squeezer/kitchen_utensil/implement/artifact/artefact/unit/object/physical_object/physical_entity/entity
kettle	kitchen_appliance/device/boiling_tool/artifact/artefact/object/physical_object/physical_entity/entity
keychain	accessory/key_holder/souvenir/tool/artifact/artefact/object/physical_object/physical_entity/entity
ladle	kitchen_utensil/tool/serving_item/artifact/artefact/object/physical_object/physical_entity/entity
lamp	light_source/appliance/fixture/device/artifact/artefact/object/physical_object/physical_entity/entity
leggings	clothing/garment/bottoms/apparel/wearable/item/artifact/artefact/object/physical_object/physical_entity/entity
lemon	citrus/citrus_fruit/citrous_fruit/fruit/edible_fruit/fruit/produce/green_goods/green_groceries/garden_truck/food/matter/natural_object/physical_entity/unit/entity/object/physical_object
lipstick	cosmetic/makeup/item/product/artifact/artefact/object/physical_object/physical_entity/entity
loaf	bread/baked_good/food/edible/substance/artifact/artefact/object/physical_object/physical_entity/entity
lotion	toiletry/toilet_articles/artifact/artefact/unit/object/physical_object/physical_entity/entity/
mascara	makeup/make-up/war_paint/cosmetic/toiletry/toilet_articles/artifact/artefact/unit/object/physical_object/physical_entity/entity
microwave	appliance/kitchen_appliance/device/electronics/tool/artifact/artefact/object/physical_object/physical_entity/entity
milkshake	beverage/drink/food/edible/substance/artifact/artefact/object/physical_object/physical_entity/entity
mirror	object/reflection_surface/decor/tool/artifact/artefact/physical_object/physical_entity/entity
mug	cup/drinkware/container/kitchen_item/artifact/artefact/object/physical_object/physical_entity/entity
necklace	jewelry/jewellery/adornment/decoration/ornament/ornamentation/artifact/artefact/unit/object/physical_object/physical_entity/entity
nightstand	furniture/table/bedroom_item/unit/artifact/artefact/object/physical_object/physical_entity/entity
notebook	book/volume/product/production/creation/artifact/artefact/unit/object/physical_object/physical_entity/entity/portable_computer/personal_computer/pc/microcomputer/digital_computer/computer/computing_machine/computing_device/data_processor/electronic_computer/information_processing_system/machine/device/artifact/artefact/unit/object/physical_object/physical_entity/entity
notepad	pad/pad_of_paper/tablet/paper/material/stuff/substance/matter/part/portion/component_part/component/constituent/physical_entity/relation/entity/abstraction/abstract_entity
ottoman	furniture/seating/stool/footrest/unit/artifact/artefact/object/physical_object/physical_entity/entity
pancake	food/breakfast_item/edible/baked_good/substance/artifact/artefact/object/physical_object/physical_entity/entity
pastry	food/dough/concoction/mixture/intermixture/foodstuff/food_product/food/nutrient/substance/matter/physical_entity/entity/baked_goods/solid_food/solid/matter/physical_entity/entity
peach	fruit/drupe/stone_fruit/edible_fruit/fruit/produce/green_goods/green_groceries/garden_truck/food/matter/natural_object/physical_entity/unit/entity/object/physical_object
pencil_case	container/stationery_item/organizer/tool/artifact/artefact/object/physical_object/physical_entity/entity
perfume	toiletry/toilet_articles/artifact/artefact/unit/object/physical_object/physical_entity/entity
photo	picture/image/representation/creation/artifact/artefact/unit/object/physical_object/physical_entity/entity
pie	pastry/baked_goods/food/solid_food/solid/matter/physical_entity/entity/indo-european/indo-european_language/indo-hittite/natural_language/tongue/language/linguistic_communication/communication/abstraction/abstract_entity/entity
plant	organism/decor/living_thing/artifact/artefact/object/physical_object/physical_entity/entity
plum	fruit/drupe/stone_fruit/edible_fruit/fruit/produce/green_goods/green_groceries/garden_truck/food/matter/natural_object/physical_entity/unit/entity/object/physical_object
postcard	card/correspondence/first_class/1st_class/first-class_mail/1st-class_mail/written_communication/written_language/black_and_white/mail/communication/message/abstraction/abstract_entity/entity
printer	electronics/device/machine/tool/artifact/artefact/object/physical_object/physical_entity/entity
robe	clothing/garment/apparel/wearable/item/artifact/artefact/object/physical_object/physical_entity/entity
sandals	footwear/apparel/wearable/item/artifact/artefact/object/physical_object/physical_entity/entity
scarf	clothing/accessory/apparel/wearable/garment/item/artifact/artefact/object/physical_object/physical_entity/entity
shelf	furniture/support/piece_of_furniture/article_of_furniture/furnishing/artifact/artefact/unit/object/physical_object/physical_entity/entity
shirt	clothes/garment/clothing/garment/clothing/article_of_clothing/vesture/wear/wearable/habiliment/consumer_goods/covering/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity/
sidewalk	walk/walkway/paseo/path/way/artifact/artefact/unit/object/physical_object/physical_entity/entity
skirt	clothes/garment/clothing/garment/clothing/article_of_clothing/vesture/wear/wearable/habiliment/consumer_goods/covering/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity/
smoothie	beverage/drink/food/edible/substance/nutritional/artifact/artefact/object/physical_object/physical_entity/entity
sneakers	shoes/footwear/apparel/wearable/item/artifact/artefact/object/physical_object/physical_entity/entity
sofa	furniture/seat/piece_of_furniture/article_of_furniture/furnishing/artifact/artefact/unit/object/physical_object/physical_entity/entity
spatula	kitchen_tool/baking_item/artifact/artefact/object/physical_object/physical_entity/entity
stapler	device/machine/artifact/artefact/unit/object/physical_object/physical_entity/entity
stool	seat/furniture/unit/fixture/artifact/artefact/object/physical_object/physical_entity/entity
sunscreen	cream/lotion/ointment/emollient/toiletry/toilet_articles/artifact/artefact/unit/object/physical_object/physical_entity/entity
sweater	clothes/garment/clothing/article_of_clothing/vesture/wear/wearable/habiliment/consumer_goods/covering/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity/
toaster	appliance/entity/unit/object/physical_object/kitchen_appliance/home_appliance/household_appliance/durables/durable_goods/consumer_durables/consumer_goods/commodity/trade_good/good/artifact/artefact/unit/object/physical_object/physical_entity/entity
toothbrush	brush/toiletry/toilet_articles/implement/artifact/artefact/unit/object/physical_object/physical_entity/entity/mustache/moustache/facial_hair/hair/body_covering/covering/natural_covering/cover/natural_object/unit/object/physical_object/physical_entity/entity
tub	container/vessel/artifact/artefact/unit/object/physical_object/physical_entity/entity
tv	device/machine/receiver/receiving_system/set/electronic_equipment/equipment/artifact/artefact/unit/object/physical_object/physical_entity/entity/broadcasting/telecommunication/telecom/medium/artifact/artefact/unit/object/physical_object/physical_entity/entity
vase	jar/vessel/container/artifact/artefact/unit/object/physical_object/physical_entity/entity
wristband	band/strip/slip/artifact/artefact/unit/object/physical_object/physical_entity/entity/band/strip/slip/artifact/artefact/unit/object/physical_object/physical_entity/entity
